"","1,3-Butadiene","Acetaldehyde","Benzene","Cyanide Compounds","Diesel Pm","Toluene"
"2798","H","H","H","H","H","H"
"2799","H","H","H","H","H","H"
"2800","H","H","H","H","H","H"
"2801","H","H","H","H","H","H"
"2802","H","H","H","H","H","H"
"2803","H","H","H","H","H","H"
"2804","H","H","H","H","H","H"
"2805","H","H","H","H","H","H"
"2806","H","H","H","H","H","H"
"2807","H","H","H","H","H","H"
"2808","H","H","H","H","H","H"
"2809","H","H","H","H","H","H"
"2810","H","H","H","H","H","H"
"2811","H","H","H","H","H","H"
"2812","H","H","H","H","H","H"
"2813","H","H","H","H","H","H"
"2814","H","H","H","H","H","H"
"2815","H","H","H","H","H","H"
"2816","H","H","H","H","H","H"
"2817","H","H","H","H","H","H"
"2818","H","H","H","H","H","H"
"2819","H","H","H","H","H","H"
"2820","H","H","H","H","H","H"
"2821","H","H","H","H","H","H"
"2822","H","H","H","H","H","H"
"2823","H","H","H","H","H","H"
"2824","H","H","H","H","H","H"
"2825","H","H","H","H","H","H"
"2826","H","H","H","H","H","H"
"2827","H","H","H","H","H","H"
"2828","H","H","H","H","H","H"
"2829","H","H","H","H","H","H"
"2830","H","H","H","H","H","H"
"2831","H","H","H","H","H","H"
"2832","H","H","H","H","H","H"
"2833","H","H","H","H","H","H"
"2834","H","H","H","H","H","H"
"2835","H","H","H","H","H","H"
"2836","H","H","H","H","H","H"
"2837","H","H","H","H","H","H"
"2838","H","H","H","H","H","H"
"2839","H","H","H","H","H","H"
"2840","H","H","H","H","H","H"
"2841","H","H","H","H","H","H"
"2842","H","H","H","H","H","H"
"2843","H","H","H","H","H","H"
"2844","H","H","H","H","H","H"
"2845","H","H","H","H","H","H"
"2846","H","H","H","H","H","H"
"2847","H","H","H","H","H","H"
"2848","H","H","H","H","H","H"
"2849","H","H","H","H","H","H"
"2850","H","H","H","H","H","H"
"2851","H","H","H","H","H","H"
"2852","H","H","H","H","H","H"
"2853","H","H","H","H","H","H"
"2854","H","H","H","H","H","H"
"2855","H","H","H","H","H","H"
"2856","H","H","H","H","H","H"
"2857","H","H","H","H","H","H"
"2858","H","H","H","H","H","H"
"2859","H","H","H","H","H","H"
"2860","H","H","H","H","H","H"
"2861","H","H","H","H","H","H"
"2862","H","H","H","H","H","H"
"2863","H","H","H","H","H","H"
"2864","H","H","H","H","H","H"
"2865","H","H","H","H","H","H"
"2866","H","H","H","H","H","H"
"2867","H","H","H","H","H","H"
"2868","H","H","H","H","H","H"
"2869","H","H","H","H","H","H"
"2870","H","H","H","H","H","H"
"2871","H","H","H","H","H","H"
"2872","H","H","H","H","H","H"
"2873","H","H","H","H","H","H"
"2874","H","H","H","H","H","H"
"2875","H","H","H","H","H","H"
"2876","H","H","H","H","H","H"
"2877","H","H","H","H","H","H"
"2878","H","H","H","H","H","H"
"2879","H","H","H","H","H","H"
"2880","H","H","H","H","H","H"
"2881","H","H","H","H","H","H"
"2882","H","H","H","H","H","H"
"2883","H","H","H","H","H","H"
"2884","H","H","H","H","H","H"
"2885","H","H","H","H","H","H"
"2886","H","H","H","H","H","H"
"2887","H","H","H","H","H","H"
"2888","H","H","H","H","H","H"
"2889","H","H","H","H","H","H"
"2890","H","H","H","H","H","H"
"2891","H","H","H","H","H","H"
"2892","H","H","H","H","H","H"
"2893","H","H","H","H","H","H"
"2894","H","H","H","H","H","H"
"2895","H","H","H","H","H","H"
"2896","H","H","H","H","H","H"
"2897","H","H","H","H","H","H"
"2898","H","H","H","H","H","H"
"2899","H","H","H","H","H","H"
"2900","H","H","H","H","H","H"
"2901","H","H","H","H","H","H"
"2902","H","H","H","H","H","H"
"2903","H","H","H","H","H","H"
"2904","H","H","H","H","H","H"
"2905","H","H","H","H","H","H"
"2906","H","H","H","H","H","H"
"2907","H","H","H","H","H","H"
"2908","H","H","H","H","H","H"
"2909","H","H","H","H","H","H"
"2910","H","H","H","H","H","H"
"2911","H","H","H","H","H","H"
"2912","H","H","H","H","H","H"
"2913","H","H","H","H","H","H"
"2914","H","H","H","H","H","H"
"2915","H","H","H","H","H","H"
"2916","H","H","L","H","H","H"
"2917","H","H","H","H","H","H"
"2918","H","H","L","H","H","H"
"2919","H","L","H","H","H","H"
"2920","H","L","H","H","H","H"
"2921","H","L","H","H","H","H"
"2922","H","L","H","H","H","H"
"2923","H","L","H","H","H","H"
"2924","H","L","H","H","H","H"
"2925","H","L","H","H","H","H"
"2926","L","L","L","H","H","H"
"2927","H","L","H","H","H","H"
"2928","H","L","H","H","H","H"
"2929","H","L","H","H","H","H"
"2930","H","L","H","H","H","H"
"2931","H","H","H","H","H","H"
"2932","H","L","H","H","H","H"
"2933","H","H","H","H","H","H"
"2934","H","H","H","H","H","H"
"2935","H","H","H","H","H","H"
"2936","H","H","H","H","H","H"
"2937","H","H","H","H","H","H"
"2938","H","H","H","H","H","H"
"2939","H","H","H","H","H","H"
"2940","H","H","H","H","H","H"
"2941","H","H","H","H","H","H"
"2942","H","H","H","H","H","H"
"2943","H","H","H","H","H","H"
"2944","H","H","H","H","H","H"
"2945","H","H","H","H","H","H"
"2946","H","H","H","H","H","H"
"2947","H","H","H","H","H","H"
"2948","H","H","H","H","H","H"
"2949","H","H","H","H","H","H"
"2950","H","H","H","H","H","H"
"2951","H","H","H","H","H","H"
"2952","H","H","H","H","H","H"
"2953","H","H","H","H","H","H"
"2954","H","H","H","H","H","H"
"2955","H","H","H","H","H","H"
"2956","H","H","H","H","H","H"
"2957","H","H","H","H","H","H"
"2958","H","H","H","H","H","H"
"2959","H","H","H","H","H","H"
"2960","H","H","H","H","H","H"
"2961","H","H","H","H","H","H"
"2962","H","H","H","H","H","H"
"2963","H","H","H","H","H","H"
"2964","H","H","H","H","H","H"
"2965","H","H","H","H","H","H"
"2966","H","H","H","H","H","H"
"2967","H","H","H","H","H","H"
"2968","H","H","H","H","H","H"
"2969","H","H","H","H","H","H"
"2970","H","H","H","H","H","H"
"2971","H","H","H","H","H","H"
"2972","H","H","H","H","H","H"
"2973","H","H","H","H","H","H"
"2974","H","H","H","H","H","H"
"2975","H","H","H","H","H","H"
"2976","H","H","H","H","H","H"
"2977","H","H","H","H","H","H"
"2978","H","H","H","H","H","H"
"2979","H","H","H","H","H","H"
"2980","H","H","H","H","H","H"
"2981","H","H","H","H","H","H"
"2982","H","H","H","H","H","H"
"2983","H","H","H","H","H","H"
"2984","H","H","H","H","H","H"
"2985","H","H","H","H","H","H"
"2986","H","H","H","H","H","H"
"2987","H","H","H","H","H","H"
"2988","H","H","H","H","H","H"
"2989","H","H","H","H","H","H"
"2990","H","H","H","H","H","H"
"2991","H","H","H","H","H","H"
"2992","H","H","H","H","H","H"
"2993","H","H","H","H","H","H"
"2994","H","H","H","H","H","H"
"2995","H","H","H","H","H","H"
"2996","H","H","H","H","H","H"
"2997","H","H","H","H","H","H"
"2998","H","H","H","H","H","H"
"2999","H","H","H","H","H","H"
"3000","H","H","H","H","H","H"
"3001","H","H","H","H","H","H"
"3002","H","H","H","H","H","H"
"3003","H","H","H","H","H","H"
"3004","H","H","H","H","H","H"
"3005","H","H","H","H","H","H"
"3006","H","H","H","H","H","H"
"3007","H","H","H","H","H","H"
"3008","H","H","H","H","H","H"
"3009","H","L","H","H","H","H"
"3010","H","L","H","H","H","H"
"3011","H","H","H","H","H","H"
"3012","H","H","H","H","H","H"
"3013","H","L","H","H","H","H"
"3014","H","H","H","H","H","H"
"3015","H","H","H","H","H","H"
"3016","H","H","H","H","H","H"
"3017","H","H","H","H","H","H"
"3018","H","H","H","H","H","H"
"3019","H","H","H","H","H","H"
"3020","H","H","H","H","H","H"
"3021","H","L","H","H","H","H"
"3022","H","L","H","H","H","H"
"3023","H","L","H","H","H","H"
"3024","H","L","H","H","H","H"
"3025","H","L","H","H","H","H"
"3026","H","L","H","H","H","H"
"3027","H","L","H","H","H","H"
"3028","H","L","H","H","H","H"
"3029","H","H","H","H","H","H"
"3030","H","H","H","H","H","H"
"3031","H","H","H","H","H","H"
"3032","H","H","H","H","H","H"
"3033","H","H","H","H","H","H"
"3034","H","H","H","H","H","H"
"3035","H","H","H","H","H","H"
"3036","H","H","H","H","H","H"
"3037","H","H","H","H","H","H"
"3038","H","H","H","H","H","H"
"3039","H","H","H","H","H","H"
"3040","H","H","H","H","H","H"
"3041","H","H","H","H","H","H"
"3042","H","H","H","H","H","H"
"3043","H","H","H","H","H","H"
"3044","H","H","H","H","H","H"
"3045","H","H","H","H","H","H"
"3046","H","H","H","H","H","H"
"3047","H","H","H","H","H","H"
"3048","H","H","H","H","H","H"
"3049","H","H","H","H","H","H"
"3050","H","H","H","H","H","H"
"3051","H","H","H","H","H","H"
"3052","H","L","H","H","H","H"
"3053","H","L","H","H","H","H"
"3054","H","L","H","H","H","H"
"3055","H","L","H","H","H","H"
"3056","H","L","L","H","H","H"
"3057","H","L","L","H","H","H"
"3058","H","H","H","H","H","H"
"3059","H","H","H","H","H","H"
"3060","H","H","L","H","H","H"
"3061","H","H","H","H","H","H"
"3062","H","H","H","H","H","H"
"3063","H","H","H","H","H","H"
"3064","H","H","H","H","H","H"
"3065","H","L","L","H","H","H"
"3066","H","L","L","H","H","H"
"3067","H","L","L","H","H","H"
"3068","H","L","H","H","H","H"
"3069","L","L","L","H","H","L"
"3070","H","L","L","H","H","H"
"3071","L","L","L","H","H","H"
"3072","L","L","L","H","H","H"
"3073","L","L","L","H","H","H"
"3074","H","L","L","H","H","H"
"3075","L","L","L","H","H","H"
"3076","L","L","L","H","H","L"
"3077","L","L","L","H","H","H"
"3078","L","L","L","H","H","H"
"3079","L","L","L","H","H","H"
"3080","H","L","H","H","H","H"
"3081","H","L","H","H","H","H"
"3082","H","L","H","H","H","H"
"3083","L","L","L","H","H","H"
"3084","H","L","H","H","H","H"
"3085","H","L","H","H","H","H"
"3086","H","L","H","H","H","H"
"3087","H","L","L","H","H","H"
"3088","H","L","H","H","H","H"
"3089","H","L","H","H","H","H"
"3090","H","L","L","H","H","H"
"3091","H","L","L","H","H","H"
"3092","H","L","L","H","H","H"
"3093","H","L","H","H","H","H"
"3094","H","L","L","H","H","H"
"3095","H","L","L","H","H","H"
"3096","H","L","L","H","H","H"
"3097","H","L","L","H","H","H"
"3098","H","L","L","H","H","H"
"3099","L","L","L","H","H","H"
"3100","H","L","L","H","H","H"
"3101","H","L","L","H","H","H"
"3102","H","L","H","H","H","H"
"3103","H","L","L","H","H","L"
"3104","H","L","H","H","H","H"
"3105","H","L","L","H","H","H"
"3106","H","L","H","H","H","H"
"3107","H","L","H","H","H","H"
"3108","H","L","H","H","H","H"
"3109","H","L","H","H","H","H"
"3110","H","L","H","H","H","H"
"3111","H","L","H","H","H","H"
"3112","H","L","H","H","H","H"
"3113","H","L","H","H","H","H"
"3114","H","L","H","H","H","H"
"3115","H","L","H","H","H","H"
"3116","H","L","H","H","H","H"
"3117","H","H","H","H","H","H"
"3118","L","L","L","H","H","H"
"3119","H","L","H","H","H","H"
"3120","H","H","H","H","H","H"
"3121","H","L","L","H","H","H"
"3122","H","H","H","H","H","H"
"3123","H","L","L","H","H","L"
"3124","H","L","H","H","H","H"
"3125","H","L","H","H","H","H"
"3126","H","L","H","H","H","H"
"3127","H","L","H","H","H","H"
"3128","H","L","H","H","H","H"
"3129","H","L","H","H","H","H"
"3130","H","L","H","H","H","H"
"3131","H","L","H","H","H","H"
"3132","H","L","H","H","H","H"
"3133","H","L","H","H","H","H"
"3134","H","L","H","H","H","H"
"3135","H","L","H","H","H","H"
"3136","H","L","H","H","H","H"
"3137","H","L","H","H","H","H"
"3138","H","L","H","H","H","H"
"3139","H","L","H","H","H","H"
"3140","H","L","H","H","H","H"
"3141","H","L","H","H","H","H"
"3142","H","L","H","H","H","H"
"3143","H","L","H","H","H","H"
"3144","H","L","H","H","H","H"
"3145","H","L","H","H","H","H"
"3146","H","L","L","H","H","L"
"3147","H","L","H","H","H","L"
"3148","H","L","H","H","H","H"
"3149","H","L","L","H","H","H"
"3150","L","L","L","H","H","L"
"3151","L","L","L","L","L","L"
"3152","L","L","L","L","L","L"
"3153","H","H","H","H","H","H"
"3154","H","H","H","H","H","H"
"3155","H","H","H","H","H","H"
"3156","H","H","H","H","H","H"
"3157","H","H","H","H","H","H"
"3158","H","H","H","H","H","H"
"3159","H","H","H","H","H","H"
"3160","H","H","H","H","H","H"
"3161","H","H","H","H","H","H"
"3162","H","H","H","H","H","H"
"3163","H","H","H","H","H","H"
"3164","H","H","H","H","H","H"
"3165","H","H","H","H","H","H"
"3166","H","H","H","H","H","H"
"3167","H","H","H","H","H","H"
"3168","H","H","H","H","H","H"
"3169","H","H","H","H","H","H"
"3170","H","H","H","H","H","H"
"3171","H","H","H","H","H","H"
"3172","H","H","H","H","H","H"
"3173","H","H","H","H","H","H"
"3174","H","H","H","H","H","H"
"3175","H","H","H","H","H","H"
"3176","H","H","H","H","H","H"
"3177","H","H","H","H","H","H"
"3178","H","H","H","H","H","H"
"3179","H","H","H","H","H","H"
"3180","H","H","H","H","H","H"
"3181","H","H","H","H","H","H"
"3182","H","H","H","H","H","H"
"3183","H","H","H","H","H","H"
"3184","H","H","H","H","H","H"
"3185","H","H","H","H","H","H"
"3186","H","H","H","H","H","H"
"3187","H","H","H","H","H","H"
"3188","H","H","H","H","H","H"
"3189","H","H","H","H","H","H"
"3190","H","H","H","H","H","H"
"3191","H","H","H","H","H","H"
"3192","H","H","H","H","H","H"
"3193","H","H","H","H","H","H"
"3194","H","H","H","H","H","H"
"3195","H","H","H","H","H","H"
"3196","H","H","H","H","H","H"
"3197","H","H","H","H","H","H"
"3198","H","H","H","H","H","H"
"3199","H","H","H","H","H","H"
"3200","H","L","H","H","H","H"
"3201","H","H","H","H","H","H"
"3202","H","L","H","H","H","H"
"3203","H","L","H","H","H","H"
"3204","H","L","H","H","H","H"
"3205","H","L","H","H","H","H"
"3206","H","L","H","H","H","H"
"3207","H","H","H","H","H","H"
"3208","H","L","H","H","H","H"
"3209","H","L","H","H","H","H"
"3210","H","H","H","H","H","H"
"3211","H","H","H","H","H","H"
"3212","H","H","H","H","H","H"
"3213","H","L","H","H","H","H"
"3214","H","L","H","H","H","H"
"3215","H","L","H","H","H","H"
"3216","H","L","H","H","H","H"
"3217","H","L","H","H","H","H"
"3218","H","L","H","H","H","H"
"3219","H","L","H","H","H","H"
"3220","H","L","H","H","H","H"
"3221","H","L","H","H","H","H"
"3222","H","L","H","H","H","H"
"3223","H","L","H","H","H","H"
"3224","H","L","H","H","H","H"
"3225","H","L","H","H","H","H"
"3226","H","L","L","H","H","H"
"3227","H","L","H","H","H","H"
"3228","H","L","H","H","H","H"
"3229","H","L","H","H","H","H"
"3230","H","L","H","H","H","H"
"3231","H","L","H","H","H","H"
"3232","H","L","H","H","H","H"
"3233","H","L","H","H","H","H"
"3234","H","L","H","H","H","H"
"3235","L","L","L","H","H","L"
"3236","H","H","H","H","H","H"
"3237","H","H","H","H","H","H"
"3238","H","H","H","H","L","H"
"3239","H","H","H","H","L","H"
"3240","H","H","H","H","L","H"
"3241","H","L","H","H","L","H"
"3242","H","L","H","H","H","H"
"3243","H","L","H","H","L","H"
"3244","H","L","L","H","H","H"
"3245","H","L","L","H","H","H"
"3246","H","L","H","H","H","H"
"3247","H","L","H","H","H","H"
"3248","H","L","H","H","H","H"
"3249","H","L","L","H","H","H"
"3250","H","L","H","H","H","H"
"3251","H","L","L","H","L","H"
"3252","H","L","H","H","H","H"
"3253","H","L","L","H","H","H"
"3254","H","L","H","H","L","H"
"3255","H","L","H","H","H","H"
"3256","H","L","L","H","L","L"
"3257","H","L","L","H","L","H"
"3258","H","L","H","H","H","H"
"3259","H","L","H","H","H","H"
"3260","H","L","L","H","H","H"
"3261","H","L","L","H","H","H"
"3262","L","L","L","H","L","H"
"3263","H","L","L","H","L","L"
"3264","L","L","L","H","L","L"
"3265","L","L","L","H","L","L"
"3266","H","L","H","H","H","H"
"3267","H","L","H","H","H","H"
"3268","H","L","H","H","H","H"
"3269","H","L","H","H","H","H"
"3270","H","L","H","H","H","H"
"3271","H","L","H","H","H","H"
"3272","H","L","H","H","H","H"
"3273","H","L","L","H","H","H"
"3274","H","L","H","H","H","H"
"3275","L","L","L","H","L","L"
"3276","H","L","H","H","H","H"
"3277","L","L","L","H","L","L"
"3278","H","L","H","H","H","H"
"3279","H","L","H","H","H","H"
"3280","H","L","H","H","H","H"
"3281","L","L","L","H","L","L"
"3282","H","L","H","H","H","H"
"3283","H","L","H","H","H","H"
"3284","H","L","L","H","H","H"
"3285","H","L","L","H","H","H"
"3286","H","L","L","H","L","H"
"3287","H","L","H","H","H","H"
"3288","H","L","H","H","H","H"
"3289","L","L","L","H","L","L"
"3290","H","L","H","H","H","H"
"3291","H","L","L","H","H","H"
"3292","L","L","L","H","L","L"
"3293","L","L","L","H","L","L"
"3294","L","L","L","H","L","L"
"3295","H","L","H","H","H","H"
"3296","H","L","H","H","H","H"
"3297","H","L","H","H","H","H"
"3298","H","L","H","H","H","H"
"3299","L","L","L","H","H","H"
"3300","L","L","L","H","L","L"
"3301","L","L","L","H","L","L"
"3302","L","L","L","H","L","L"
"3303","L","L","L","H","L","L"
"3304","L","L","L","H","L","L"
"3305","L","L","L","H","L","L"
"3306","L","L","L","H","L","L"
"3307","L","L","L","H","L","L"
"3308","L","L","L","H","H","L"
"3309","L","L","L","H","L","L"
"3310","L","L","L","H","L","L"
"3311","L","L","L","H","L","L"
"3312","L","L","L","H","L","L"
"3313","L","L","L","H","L","L"
"3314","L","L","L","H","H","L"
"3315","L","L","L","H","L","L"
"3316","H","H","H","H","H","H"
"3317","H","H","H","H","H","H"
"3318","H","H","H","H","H","H"
"3319","H","H","H","H","H","H"
"3320","H","H","H","H","H","H"
"3321","H","H","H","H","H","H"
"3322","H","H","H","H","H","H"
"3323","H","H","H","H","H","H"
"3324","H","H","H","H","H","H"
"3325","H","H","H","H","H","H"
"3326","H","H","H","H","H","H"
"3327","H","H","H","H","H","H"
"3328","H","H","H","H","H","H"
"3329","H","H","H","H","H","H"
"3330","H","H","H","H","H","H"
"3331","H","H","H","H","H","H"
"3332","H","H","H","H","H","H"
"3333","H","H","H","H","H","H"
"3334","H","H","H","H","H","H"
"3335","H","H","H","H","H","H"
"3336","H","H","H","H","H","H"
"3337","H","H","H","H","H","H"
"3338","H","H","H","H","H","H"
"3339","H","H","H","H","H","H"
"3340","H","H","H","H","H","H"
"3341","H","H","H","H","H","H"
"3342","H","H","H","H","H","H"
"3343","H","H","H","H","H","H"
"3344","H","H","H","H","H","H"
"3345","H","H","H","H","H","H"
"3346","H","H","H","H","H","H"
"3347","H","H","H","H","H","H"
"3348","H","H","H","H","H","H"
"3349","H","H","H","H","H","H"
"3350","H","H","H","H","H","H"
"3351","H","H","H","H","H","H"
"3352","H","H","H","H","H","H"
"3353","H","H","H","H","H","H"
"3354","H","H","H","H","H","H"
"3355","H","H","H","H","H","H"
"3356","H","H","H","H","H","H"
"3357","H","H","H","H","H","H"
"3358","H","L","H","H","H","H"
"3359","H","H","H","H","H","H"
"3360","H","H","H","H","H","H"
"3361","H","H","H","H","H","H"
"3362","H","H","H","H","H","H"
"3363","L","H","L","L","L","L"
"3364","L","H","L","L","L","L"
"3365","L","H","L","L","L","L"
"3366","L","H","L","L","L","L"
"3367","L","H","L","L","L","L"
"3368","L","L","L","L","L","L"
"3369","L","L","L","L","L","L"
"3370","L","L","L","L","L","L"
"3371","L","H","L","L","H","L"
"3372","L","H","L","L","L","L"
"3373","L","L","L","L","L","L"
"3374","L","L","L","L","L","L"
"3375","L","L","L","L","L","L"
"3376","L","L","L","L","L","L"
"3377","L","L","L","L","L","L"
"3378","L","L","L","L","L","L"
"3379","L","L","L","L","L","L"
"3380","L","L","L","L","L","L"
"3381","L","L","L","L","L","L"
"3382","L","L","L","L","L","L"
"3383","L","L","L","L","L","L"
"3384","L","L","L","L","L","L"
